Q-E,ZN-E,PH-E,DBO-E,DQO-E,SS-E,SSV-E,SED-E,COND-E,PH-P,DBO-P,SS-P,SSV-P,SED-P,COND-P,PH-D,DBO-D,DQO-D,SS-D,SSV-D,SED-D,COND-D,PH-S,DBO-S,DQO-S,SS-S,SSV-S,SED-S,COND-S,RD-DBO-P,RD-SS-P,RD-SED-P,RD-DBO-S,RD-DQO-S,RD-DBO-G,RD-DQO-G,RD-SS-G,RD-SED-G
41066.1,0.15,7.65,221.2,516.2,247.2,174.4,7.56,652.2,7.46,190.3,167.3,134.0,4.68,659.43,7.28,46.8,181.0,43.4,44.1,1.0,662.74,7.08,9.9,52.7,5.6,9.0,0.12,664.38,0.14,0.323,0.381,0.948,0.709,0.955,0.898,0.978,0.984
41594.4,0.09,7.76,146.0,363.6,264.9,168.3,8.32,694.24,7.64,130.2,182.8,111.6,5.04,700.68,7.29,31.5,125.6,56.4,41.1,0.77,700.87,7.04,5.0,34.3,10.0,6.3,0.08,700.99,0.108,0.31,0.394,0.961,0.727,0.966,0.906,0.962,0.99
40677.5,0.14,7.84,223.5,473.1,264.2,214.9,8.61,711.64,7.63,179.0,184.1,145.0,5.35,699.34,7.45,42.5,152.4,55.9,44.3,1.03,708.53,7.32,6.2,45.3,11.1,7.7,0.14,709.74,0.199,0.303,0.378,0.965,0.703,0.972,0.904,0.958,0.983
39651.2,0.19,7.75,254.8,540.1,184.9,143.2,6.41,678.97,7.7,223.5,133.3,94.6,3.82,695.97,7.21,56.3,181.2,43.6,24.8,0.88,713.91,7.33,7.8,50.5,7.7,5.2,0.18,710.39,0.123,0.279,0.404,0.965,0.721,0.969,0.907,0.958,0.972
34248.9,0.19,7.84,248.5,568.7,304.3,219.3,9.13,677.78,7.75,210.5,203.1,158.0,5.81,669.75,7.4,53.4,208.6,63.4,52.7,1.14,677.07,7.36,13.2,56.0,14.0,11.4,0.23,674.1,0.153,0.333,0.364,0.937,0.731,0.947,0.901,0.954,0.975
42488.6,0.2,7.72,274.7,540.8,335.8,247.6,9.49,663.16,7.49,224.1,229.6,186.7,6.3,680.53,7.47,54.3,187.6,68.1,57.4,1.18,682.18,7.22,8.4,48.2,15.8,14.8,0.22,682.28,0.184,0.316,0.336,0.963,0.743,0.969,0.911,0.953,0.977
39084.9,0.15,7.87,231.3,487.7,288.6,226.3,8.55,696.63,7.8,181.6,200.8,158.7,5.6,716.85,7.55,45.0,172.9,64.4,50.0,1.05,720.31,7.43,6.2,46.8,13.4,13.0,0.17,708.48,0.215,0.304,0.346,0.966,0.729,0.973,0.904,0.953,0.98
57140.5,0.1,8.0,211.3,447.4,210.3,142.3,5.68,692.1,7.89,171.9,145.6,99.2,4.29,697.23,7.62,49.5,149.6,42.5,26.4,0.55,699.28,7.21,9.3,42.7,9.6,4.8,0.07,708.25,0.186,0.307,0.246,0.946,0.715,0.956,0.905,0.954,0.988
51820.4,0.11,7.53,188.7,454.1,283.4,205.0,7.78,644.12,7.47,160.3,213.1,146.1,4.39,654.44,7.31,46.4,158.7,64.9,44.1,0.78,654.59,7.22,5.9,36.6,13.5,10.9,-0.0,667.56,0.151,0.248,0.435,0.963,0.769,0.969,0.919,0.952,1.0
42828.3,0.16,7.76,235.7,496.4,306.7,252.7,9.93,693.93,7.63,200.0,216.5,185.9,6.6,663.1,7.34,46.8,162.7,63.7,55.0,1.42,680.42,7.38,7.0,42.4,12.8,11.4,0.23,681.44,0.151,0.294,0.336,0.965,0.739,0.97,0.914,0.958,0.977
34237.6,0.18,8.08,221.1,484.1,189.1,161.4,5.8,724.56,7.92,191.1,119.4,112.9,3.77,722.61,7.57,45.0,170.2,37.7,34.8,0.7,716.62,7.45,9.6,39.7,4.9,8.7,0.0,720.61,0.136,0.368,0.35,0.95,0.767,0.957,0.918,0.974,1.0
30793.7,0.2,8.11,252.4,538.9,205.8,182.3,6.92,687.22,7.95,211.8,147.4,127.5,4.74,698.24,7.53,49.8,191.6,42.7,39.6,0.9,707.48,7.22,9.7,51.2,6.5,9.9,0.04,713.96,0.161,0.284,0.315,0.954,0.733,0.962,0.905,0.968,0.994
48724.7,0.17,7.58,267.6,579.7,348.9,244.1,8.78,647.72,7.44,221.9,248.6,166.3,5.92,656.96,7.2,58.6,205.5,81.2,53.5,0.95,655.96,7.06,10.0,62.3,13.5,13.6,0.13,648.01,0.171,0.287,0.326,0.955,0.697,0.963,0.892,0.961,0.985
42436.3,0.15,8.0,212.4,454.1,291.3,209.4,9.73,703.01,7.9,178.5,202.9,146.8,6.27,690.81,7.63,43.4,151.7,68.9,50.7,1.09,678.97,7.5,7.8,37.7,13.5,10.4,0.18,684.54,0.16,0.303,0.355,0.956,0.751,0.963,0.917,0.954,0.982
44402.7,0.12,7.48,166.8,392.9,292.9,231.6,8.76,658.26,7.39,141.9,195.3,175.0,5.75,655.32,7.16,36.2,134.8,62.1,58.0,1.27,653.82,7.16,5.9,40.6,12.9,14.3,0.17,651.26,0.149,0.333,0.344,0.959,0.699,0.965,0.897,0.956,0.981
26020.8,0.15,8.19,177.3,399.2,350.4,273.5,12.11,702.21,8.07,151.8,259.4,197.6,7.65,676.85,7.7,44.0,144.0,84.0,58.4,1.59,672.47,7.4,7.8,51.7,13.9,10.0,0.32,686.22,0.143,0.26,0.368,0.949,0.641,0.956,0.87,0.96,0.974
46439.1,0.18,8.22,239.7,512.7,281.2,232.0,8.62,708.54,8.08,199.8,188.3,161.9,5.79,712.67,7.66,49.9,177.8,50.3,53.6,1.03,717.29,7.64,7.8,55.6,10.2,13.7,0.18,716.16,0.166,0.33,0.329,0.961,0.687,0.967,0.892,0.964,0.979
43988.3,0.13,7.85,218.3,465.2,316.0,226.7,9.16,687.83,7.73,190.1,226.5,171.9,5.39,668.99,7.42,49.6,160.5,62.3,55.3,1.02,669.72,7.24,8.1,45.5,10.7,12.1,0.14,675.17,0.129,0.283,0.412,0.958,0.717,0.963,0.902,0.966,0.985
30286.6,0.14,7.81,199.4,400.6,402.4,303.1,11.68,694.07,7.91,166.4,283.3,214.2,7.83,705.38,7.32,43.2,155.4,83.7,68.2,1.56,697.2,7.3,6.9,47.0,14.6,15.0,0.3,696.13,0.166,0.296,0.33,0.959,0.698,0.966,0.883,0.964,0.974
36382.2,0.15,7.84,220.1,506.9,274.5,204.2,8.32,664.3,7.67,182.7,197.0,156.9,5.4,676.13,7.28,43.9,169.8,59.3,50.2,0.96,687.9,7.19,6.8,42.1,10.6,8.0,0.22,701.08,0.17,0.282,0.351,0.963,0.752,0.969,0.917,0.961,0.973
41666.0,0.13,7.95,204.8,429.1,220.1,184.5,6.86,662.86,7.81,171.4,167.7,142.7,4.31,658.11,7.51,46.0,158.8,49.5,46.3,0.66,666.83,7.32,9.9,38.2,7.7,9.6,0.13,663.76,0.163,0.238,0.371,0.943,0.76,0.952,0.911,0.965,0.982
39839.8,0.11,7.68,197.9,448.8,315.9,229.9,8.71,652.65,7.85,173.6,225.6,165.9,5.59,657.86,7.39,40.8,147.8,61.1,51.0,1.1,670.55,7.21,8.5,41.5,13.4,13.3,0.13,677.54,0.123,0.286,0.358,0.951,0.719,0.957,0.908,0.957,0.985
37441.7,0.16,7.71,227.5,486.9,308.9,219.6,8.61,686.15,7.65,192.7,211.7,147.6,5.55,683.98,7.57,52.2,175.7,68.1,46.7,1.17,685.88,7.39,8.0,50.8,13.3,9.6,0.15,689.64,0.153,0.314,0.356,0.959,0.711,0.965,0.896,0.957,0.983
39080.4,0.13,8.13,208.8,474.3,267.7,178.1,8.02,707.12,7.92,174.0,196.2,144.3,5.6,709.54,7.44,41.7,171.7,67.5,49.7,1.18,709.25,7.53,5.7,52.4,15.1,12.0,0.1,711.68,0.167,0.267,0.301,0.967,0.695,0.973,0.889,0.943,0.987
37662.1,0.17,7.83,233.4,504.6,225.2,190.1,7.24,688.4,7.79,203.1,152.6,139.6,5.67,676.93,7.23,49.3,172.5,50.9,42.6,1.22,682.56,7.18,8.6,46.0,9.3,9.4,0.18,683.93,0.13,0.322,0.216,0.957,0.733,0.963,0.909,0.959,0.975
41514.9,0.17,7.69,235.1,486.3,409.2,315.7,12.69,670.26,7.51,210.5,287.7,225.1,8.61,676.48,7.24,49.4,160.5,90.7,68.9,1.57,671.86,7.13,12.1,45.7,17.3,16.8,0.18,667.86,0.104,0.297,0.321,0.942,0.715,0.948,0.906,0.958,0.986
51548.9,0.11,7.59,187.1,408.6,293.4,225.9,8.72,645.39,7.56,160.1,195.0,169.4,5.5,628.98,7.24,37.2,127.2,59.4,54.0,1.1,630.02,7.16,5.2,36.3,15.6,12.2,0.15,614.5,0.144,0.335,0.369,0.968,0.715,0.972,0.911,0.947,0.983
19956.8,0.12,7.4,172.2,416.9,226.3,171.1,7.49,647.58,7.28,152.6,150.1,128.1,5.06,629.28,7.13,36.9,141.0,41.7,37.6,0.98,627.88,7.18,6.4,39.0,5.1,6.9,0.16,634.32,0.114,0.337,0.325,0.958,0.724,0.963,0.907,0.978,0.979
38245.8,0.2,7.28,264.2,573.2,314.2,234.3,9.36,641.71,7.14,229.8,220.3,177.9,6.28,640.49,6.99,50.1,204.8,66.4,51.8,1.25,628.8,7.04,9.2,57.1,15.8,11.5,0.09,625.87,0.13,0.299,0.328,0.96,0.721,0.965,0.9,0.95,0.991
41063.3,0.1,7.92,168.8,398.8,256.5,211.3,8.2,693.04,7.95,140.5,182.5,147.5,5.05,690.93,7.4,34.4,130.9,63.2,46.2,0.99,691.95,7.43,6.0,33.2,15.9,12.6,0.09,698.97,0.168,0.289,0.384,0.957,0.746,0.964,0.917,0.938,0.99
41935.0,0.07,8.32,133.3,355.4,256.8,214.6,7.91,732.16,8.27,113.5,166.2,156.7,4.77,734.89,7.81,26.8,125.2,48.4,54.5,0.89,731.36,7.56,4.1,36.2,11.2,12.7,0.11,733.47,0.149,0.353,0.398,0.963,0.711,0.969,0.898,0.956,0.986
36200.9,0.09,8.3,132.8,332.9,304.5,217.6,9.53,706.42,8.28,106.5,217.1,148.3,6.17,699.93,7.67,29.0,104.7,63.3,47.4,0.93,697.99,7.52,7.0,30.1,12.0,10.2,0.14,705.19,0.198,0.287,0.352,0.935,0.713,0.948,0.91,0.961,0.986
26091.6,0.16,7.32,207.1,457.1,187.9,163.5,6.97,652.5,7.26,175.0,125.0,122.4,4.77,671.36,7.01,45.0,158.1,41.9,39.7,1.07,674.27,7.04,8.8,42.5,11.2,12.1,0.14,679.08,0.155,0.335,0.315,0.95,0.731,0.958,0.907,0.94,0.98
42446.7,0.14,7.88,234.1,501.4,305.4,224.3,9.43,707.63,7.74,195.8,224.0,161.3,5.64,709.24,7.52,46.8,166.3,71.9,45.2,1.16,719.42,7.49,9.7,49.2,13.7,11.7,0.16,704.63,0.163,0.266,0.401,0.95,0.704,0.959,0.902,0.955,0.983
52632.7,0.12,8.1,225.3,509.8,371.2,285.6,11.03,712.05,8.04,189.5,257.0,207.6,6.95,714.38,7.8,46.0,177.8,73.7,67.7,1.24,707.59,7.69,9.2,53.9,13.3,16.1,0.15,711.28,0.159,0.308,0.37,0.952,0.697,0.959,0.894,0.964,0.986
27461.3,0.18,7.52,255.5,539.6,262.4,222.9,9.6,664.58,7.52,213.4,174.7,159.4,6.41,666.55,7.21,52.7,184.8,51.4,51.3,1.33,663.86,7.25,10.8,54.5,9.5,11.8,0.13,661.8,0.165,0.334,0.332,0.949,0.705,0.958,0.899,0.964,0.987
46460.1,0.06,7.88,113.5,301.5,286.3,181.2,7.92,690.69,7.79,95.0,201.0,128.7,5.16,700.72,7.34,28.2,96.0,58.3,39.2,0.99,694.6,7.31,7.5,22.7,10.5,9.7,0.12,701.59,0.163,0.298,0.348,0.922,0.763,0.934,0.925,0.963,0.985
38159.6,0.16,7.4,230.1,476.7,262.2,198.5,7.61,616.0,7.45,198.3,176.2,136.8,5.37,621.76,7.12,47.1,161.6,53.1,44.3,1.03,615.12,7.02,10.5,45.6,8.7,10.9,0.14,618.67,0.138,0.328,0.294,0.947,0.718,0.954,0.904,0.967,0.981
38658.0,0.2,8.02,276.3,572.5,246.3,206.9,7.6,679.99,7.98,234.3,182.5,154.5,4.52,684.41,7.46,56.4,192.9,59.2,49.9,0.83,679.65,7.29,13.6,50.4,14.1,7.7,0.11,683.27,0.152,0.259,0.406,0.942,0.739,0.951,0.912,0.943,0.986
30856.1,0.12,7.29,169.2,390.0,256.7,200.3,7.9,638.28,7.21,134.5,179.7,154.6,5.84,645.64,7.25,30.2,126.0,50.7,46.3,1.22,644.07,7.2,7.3,35.7,8.6,10.8,0.19,642.43,0.205,0.3,0.261,0.946,0.717,0.957,0.909,0.967,0.976
37879.3,0.15,8.0,196.0,446.3,270.0,200.8,8.63,691.07,7.92,162.9,187.8,140.7,5.15,672.83,7.48,36.3,164.9,60.7,46.0,0.95,677.51,7.37,5.5,42.5,12.1,9.9,0.16,672.04,0.169,0.304,0.403,0.966,0.742,0.972,0.905,0.955,0.981
51078.7,0.12,7.43,211.0,447.9,343.8,237.3,10.0,627.79,7.34,171.7,245.4,174.7,5.89,609.92,7.08,43.9,153.9,74.0,59.5,1.07,612.49,7.03,9.2,48.2,11.9,12.3,0.19,609.89,0.186,0.286,0.411,0.947,0.687,0.957,0.892,0.965,0.981
44288.8,0.11,7.81,188.1,441.7,200.9,140.9,5.97,689.48,7.61,161.1,132.6,104.5,3.86,688.72,7.47,40.9,137.0,49.1,32.7,0.89,680.26,7.45,8.4,41.5,9.9,6.9,0.1,669.46,0.144,0.34,0.353,0.948,0.697,0.955,0.906,0.951,0.983
53542.4,0.14,8.08,219.1,465.3,353.6,250.4,9.69,690.69,7.97,188.7,237.2,180.4,5.96,688.72,7.69,51.0,157.9,72.4,55.1,1.17,699.07,7.46,12.1,48.8,12.2,9.8,0.1,695.53,0.139,0.329,0.385,0.936,0.691,0.945,0.895,0.966,0.99
49727.4,0.21,7.67,278.8,594.0,264.0,200.6,8.91,657.67,7.59,238.3,188.1,133.7,5.78,663.47,7.36,62.7,215.2,56.0,42.3,1.14,671.02,7.1,9.8,64.5,8.8,6.6,0.23,662.24,0.145,0.288,0.351,0.959,0.7,0.965,0.891,0.966,0.974
42349.1,0.24,7.51,299.9,618.0,303.6,228.1,9.59,643.17,7.38,251.0,203.7,155.1,6.21,643.37,7.28,69.9,210.2,63.4,52.2,1.31,636.16,7.16,13.4,57.8,12.5,13.4,0.22,627.54,0.163,0.329,0.352,0.947,0.725,0.955,0.907,0.959,0.977
53020.9,0.14,7.02,231.2,472.1,240.9,185.6,6.52,610.49,6.95,197.7,159.8,128.1,4.18,616.31,6.85,49.2,177.2,46.6,37.3,0.77,626.11,7.0,7.8,47.9,11.4,8.9,0.07,626.8,0.145,0.337,0.359,0.96,0.73,0.966,0.898,0.953,0.99
43371.6,0.23,7.78,302.8,641.4,347.5,246.0,10.38,674.99,7.68,255.0,250.0,162.1,6.5,662.53,7.48,63.0,217.6,67.8,53.6,1.25,665.15,7.34,12.1,67.9,14.4,8.2,0.2,668.35,0.158,0.281,0.374,0.953,0.688,0.96,0.894,0.958,0.981
47398.9,0.16,7.41,247.6,508.5,345.9,248.1,10.28,673.77,7.37,204.8,246.3,188.5,6.81,673.66,7.25,47.3,182.0,72.9,58.3,1.39,672.41,7.28,8.2,50.3,15.6,12.0,0.26,672.22,0.173,0.288,0.337,0.96,0.724,0.967,0.901,0.955,0.974
37409.6,0.21,7.31,298.6,602.7,325.9,245.2,10.0,643.99,7.27,257.5,218.1,179.1,6.4,630.58,7.01,66.5,219.2,64.4,58.0,1.13,633.45,7.06,12.7,56.0,12.6,14.1,0.26,630.45,0.138,0.331,0.36,0.951,0.745,0.958,0.907,0.961,0.974
40582.8,0.15,8.05,214.5,501.4,205.3,151.3,5.95,701.88,7.96,186.4,138.8,108.8,4.2,705.75,7.47,47.0,179.1,35.3,33.1,0.86,705.54,7.33,6.3,54.2,6.4,6.9,0.14,699.86,0.131,0.324,0.294,0.966,0.697,0.97,0.892,0.969,0.976
34987.5,0.15,7.67,215.7,456.2,301.9,246.9,9.92,662.89,7.46,188.1,204.1,162.4,6.39,644.11,7.39,49.0,148.7,60.9,50.3,1.2,648.47,7.23,10.0,42.2,13.8,12.9,0.23,646.57,0.128,0.324,0.355,0.947,0.716,0.954,0.907,0.954,0.976
48970.1,0.14,7.43,248.3,520.3,319.8,222.3,9.69,639.22,7.47,208.0,238.0,147.3,6.01,642.71,7.24,48.6,174.6,63.1,51.7,1.29,644.2,7.17,9.1,54.9,11.5,12.9,0.13,639.27,0.162,0.256,0.38,0.956,0.685,0.964,0.894,0.964,0.986
30285.1,0.26,7.72,328.7,690.3,176.2,143.9,5.57,647.7,7.61,285.3,130.6,103.6,3.11,633.01,7.26,72.4,251.0,37.8,28.9,0.68,630.31,7.26,13.3,71.2,9.2,4.3,0.1,629.94,0.132,0.259,0.441,0.954,0.716,0.96,0.897,0.948,0.982
46250.4,0.17,8.22,271.2,537.6,284.0,209.8,8.01,703.24,8.11,228.1,195.4,164.9,5.16,699.41,7.7,57.6,181.7,59.6,54.2,1.07,683.2,7.48,13.3,50.8,14.4,11.7,0.14,674.07,0.159,0.312,0.356,0.942,0.72,0.951,0.906,0.949,0.982
39385.8,0.13,8.11,192.7,432.1,292.8,224.5,8.85,698.38,7.98,167.1,209.6,156.7,5.37,707.33,7.53,42.2,159.1,63.3,55.3,0.91,711.55,7.38,7.0,50.6,11.0,11.5,0.15,715.76,0.133,0.284,0.393,0.958,0.682,0.964,0.883,0.963,0.983
48608.9,0.19,7.85,272.5,548.8,323.8,238.8,9.16,664.3,7.71,229.1,215.8,178.0,5.55,666.58,7.32,55.2,188.6,63.1,59.0,1.1,663.59,7.36,10.5,46.7,11.2,10.9,0.25,660.19,0.159,0.334,0.394,0.954,0.753,0.962,0.915,0.965,0.973
46520.7,0.14,8.09,218.5,476.3,270.9,220.1,9.57,700.01,8.12,184.6,184.3,155.1,6.38,683.56,7.45,49.7,167.8,54.9,45.7,1.16,689.78,7.34,9.1,44.7,9.9,7.9,0.19,692.04,0.155,0.32,0.333,0.951,0.734,0.958,0.906,0.963,0.981
54056.0,0.15,7.53,232.4,488.9,323.5,224.8,9.34,630.69,7.54,185.4,227.3,162.2,5.54,623.97,7.21,52.5,160.0,65.0,48.1,1.1,627.82,7.32,9.7,41.3,10.1,9.4,0.12,633.14,0.202,0.297,0.407,0.947,0.742,0.958,0.916,0.969,0.987
45897.4,0.17,7.84,265.0,558.6,352.9,264.8,11.09,656.06,7.77,223.8,250.6,199.1,7.63,641.04,7.4,52.6,190.7,75.2,61.5,1.29,638.26,7.37,12.8,44.6,14.1,12.6,0.13,640.23,0.156,0.29,0.312,0.943,0.766,0.952,0.92,0.96,0.988
27302.4,0.15,7.85,204.6,430.8,340.2,251.0,10.23,696.71,7.74,174.4,237.4,178.3,6.7,679.76,7.29,45.8,143.8,71.4,57.5,1.19,687.95,7.23,8.3,43.8,16.9,13.1,0.26,692.74,0.148,0.302,0.345,0.952,0.696,0.959,0.898,0.95,0.975
38985.4,0.16,7.64,242.5,484.0,130.2,102.5,4.08,658.79,7.58,204.1,93.2,69.0,2.64,659.97,7.39,42.4,171.2,24.3,22.7,0.65,661.6,7.24,6.8,45.7,2.8,6.6,0.12,649.2,0.158,0.285,0.353,0.967,0.733,0.972,0.906,0.979,0.97
30132.4,0.14,7.81,216.6,471.9,251.8,201.8,7.44,680.51,7.72,192.9,176.9,155.2,4.53,686.11,7.44,50.2,165.9,54.1,45.9,0.94,687.42,7.43,11.8,50.1,13.5,10.9,0.16,684.46,0.109,0.298,0.392,0.939,0.698,0.945,0.894,0.946,0.978
35992.0,0.16,7.47,225.7,496.1,289.6,200.9,8.57,640.18,7.36,186.0,201.4,145.0,5.8,644.59,7.4,40.9,177.3,61.5,43.8,1.12,643.48,7.15,6.9,51.2,11.4,10.8,0.15,650.1,0.176,0.305,0.323,0.963,0.711,0.969,0.897,0.961,0.982
52587.6,0.15,7.92,252.2,492.0,204.2,165.6,6.07,701.64,7.85,211.5,140.6,126.9,3.94,707.67,7.36,51.3,168.3,41.5,38.2,0.7,721.13,7.26,6.8,49.5,12.5,8.0,0.12,724.19,0.161,0.312,0.35,0.968,0.706,0.973,0.899,0.939,0.981
45035.4,0.09,7.99,150.5,372.6,306.0,226.7,9.16,717.18,7.85,123.4,210.8,158.4,5.75,717.06,7.49,26.9,123.0,72.9,50.2,1.04,711.35,7.3,3.7,32.6,13.2,11.9,0.11,722.44,0.18,0.311,0.372,0.97,0.735,0.975,0.912,0.957,0.988
34443.6,0.17,7.07,242.6,518.2,335.9,260.0,10.29,586.44,6.99,203.4,237.0,197.1,6.75,583.71,6.75,50.2,182.8,70.5,69.0,1.37,581.12,6.91,7.2,48.1,13.8,15.0,0.22,591.35,0.162,0.294,0.344,0.965,0.737,0.97,0.907,0.959,0.978
32175.8,0.13,8.15,159.7,383.8,220.5,175.8,6.81,712.48,8.07,140.9,157.7,128.5,3.92,701.75,7.54,37.7,126.1,46.2,38.3,0.75,691.85,7.34,4.1,35.7,7.4,7.8,0.05,693.64,0.118,0.285,0.424,0.971,0.717,0.974,0.907,0.966,0.992
39776.4,0.09,6.99,150.3,394.5,298.0,220.9,9.07,604.65,6.93,135.1,210.2,162.1,5.41,600.24,6.74,28.2,146.7,61.4,48.9,1.24,606.06,6.73,4.5,44.7,10.9,13.6,0.17,604.55,0.101,0.295,0.404,0.966,0.695,0.97,0.887,0.963,0.982
30637.4,0.16,7.72,198.4,447.5,232.2,165.3,7.48,634.36,7.57,165.1,153.1,120.0,4.53,621.15,7.45,40.2,155.7,42.1,35.0,0.89,616.49,7.25,7.1,43.4,11.1,4.2,0.1,610.74,0.168,0.341,0.395,0.957,0.721,0.964,0.903,0.952,0.987
35040.5,0.15,8.08,208.9,465.5,231.5,184.3,6.9,740.26,8.04,174.0,154.0,129.2,4.59,731.81,7.62,42.0,160.3,49.0,43.2,0.92,728.05,7.44,9.3,42.1,10.7,6.7,0.0,725.2,0.167,0.335,0.335,0.946,0.738,0.955,0.91,0.954,1.0
43797.9,0.12,7.76,190.2,441.5,345.2,262.7,11.01,707.14,7.59,155.9,244.8,189.1,7.16,708.03,7.26,43.7,158.2,70.7,60.4,1.29,703.9,7.2,8.8,39.5,16.2,13.9,0.18,701.45,0.18,0.291,0.35,0.943,0.75,0.954,0.911,0.953,0.984
49054.4,0.18,7.34,269.9,582.2,256.8,193.3,7.68,595.42,7.19,235.9,191.5,136.1,5.31,594.24,6.92,60.3,203.2,55.2,40.9,1.03,594.74,7.04,11.7,57.7,8.4,8.6,0.11,591.18,0.126,0.254,0.309,0.95,0.716,0.957,0.901,0.967,0.986
44641.1,0.1,7.6,171.0,419.5,310.4,230.9,8.77,645.73,7.46,151.0,218.5,172.9,5.42,676.37,7.01,34.2,133.6,63.4,54.3,1.1,666.37,7.02,4.8,35.2,14.0,9.8,0.15,660.86,0.117,0.296,0.381,0.968,0.737,0.972,0.916,0.955,0.982
22054.2,0.14,8.17,182.4,422.5,160.9,153.7,4.86,700.02,7.99,154.5,109.3,109.3,3.33,686.57,7.55,37.2,139.4,28.9,32.6,0.63,668.62,7.49,8.0,38.7,3.8,5.6,0.09,671.03,0.153,0.32,0.315,0.948,0.722,0.956,0.908,0.976,0.981
42844.5,0.12,7.1,189.9,450.6,384.7,268.3,11.24,618.38,7.09,154.4,271.1,182.7,7.27,617.13,6.95,43.3,166.2,74.3,59.3,1.41,620.79,6.95,9.9,45.6,12.2,11.7,0.3,630.97,0.187,0.295,0.353,0.936,0.726,0.948,0.899,0.968,0.973
40308.7,0.15,8.15,215.2,489.7,326.5,224.3,9.98,707.59,7.98,176.4,219.5,149.7,6.21,693.36,7.6,46.2,172.1,64.0,56.0,1.27,676.45,7.43,8.9,46.4,13.3,13.6,0.21,682.05,0.18,0.328,0.378,0.949,0.73,0.959,0.905,0.959,0.979
43109.5,0.16,7.95,240.0,486.9,263.3,218.1,8.9,690.52,7.79,204.8,194.8,145.0,5.9,686.65,7.16,48.5,157.0,61.9,48.0,1.33,693.48,7.32,9.4,45.1,12.8,12.4,0.22,691.54,0.146,0.26,0.337,0.954,0.713,0.961,0.907,0.951,0.976
53200.2,0.13,7.42,200.6,443.4,316.1,237.9,9.51,642.54,7.42,173.3,222.8,175.6,6.16,639.07,7.15,42.5,158.0,67.6,55.9,1.25,651.54,7.1,5.8,46.5,13.6,14.8,0.21,657.62,0.136,0.295,0.352,0.967,0.706,0.971,0.895,0.957,0.978
23080.3,0.18,7.67,222.5,488.7,171.6,156.7,7.17,648.84,7.52,178.8,114.8,104.8,4.47,657.29,7.39,44.0,166.6,40.7,31.5,1.01,655.98,7.16,9.5,54.5,9.6,4.6,0.19,658.06,0.196,0.331,0.376,0.947,0.673,0.957,0.888,0.944,0.973
35065.9,0.17,7.55,217.9,480.3,357.6,250.3,10.26,646.9,7.43,183.6,249.0,182.3,6.68,642.4,7.36,44.3,161.1,77.7,54.3,1.4,652.8,6.99,10.6,48.1,17.3,9.9,0.23,652.56,0.157,0.304,0.349,0.942,0.701,0.951,0.9,0.952,0.977
44772.0,0.07,7.96,167.8,353.0,273.4,197.6,8.4,713.71,7.78,150.7,187.1,143.3,5.42,711.8,7.38,32.6,114.4,58.2,48.0,1.19,711.6,7.46,6.3,38.4,14.6,8.4,0.19,710.98,0.102,0.315,0.355,0.958,0.664,0.962,0.891,0.947,0.977
27845.2,0.07,8.07,125.7,326.7,259.7,203.2,8.01,684.22,8.04,105.8,192.3,145.8,5.16,679.91,7.47,24.4,122.3,65.2,48.7,0.97,692.71,7.42,3.5,31.0,10.7,12.6,0.18,691.51,0.159,0.26,0.356,0.967,0.747,0.972,0.905,0.959,0.977
51505.3,0.14,7.14,228.7,503.0,254.1,197.5,7.56,603.73,7.11,201.9,176.2,145.3,4.79,589.72,6.97,54.6,160.3,52.5,45.1,0.94,586.07,7.0,9.6,38.5,13.5,10.5,0.02,589.98,0.117,0.306,0.366,0.952,0.76,0.958,0.923,0.947,0.997
42025.7,0.14,7.62,313.3,612.3,254.6,215.0,7.36,697.78,7.58,184.7,179.5,155.9,4.39,691.26,7.33,45.0,141.7,54.1,53.5,0.86,672.34,7.16,24.8,39.6,14.6,11.9,0.23,673.18,0.135,0.295,0.403,0.96,0.72,0.965,0.907,0.943,0.968
45814.4,0.15,7.65,343.6,664.6,329.3,236.2,8.72,644.47,7.59,185.9,235.1,151.1,5.69,640.65,7.11,46.2,171.8,70.5,48.4,1.19,640.01,7.17,29.5,51.5,13.4,11.0,0.26,635.64,0.174,0.286,0.347,0.958,0.7,0.965,0.894,0.959,0.97
34802.7,0.16,8.22,308.6,635.6,284.1,225.6,9.4,716.75,8.13,178.7,192.9,160.2,5.87,717.48,7.83,45.1,180.3,64.0,53.6,1.25,731.15,7.53,33.5,53.3,9.5,11.7,0.2,726.49,0.157,0.321,0.376,0.949,0.704,0.957,0.889,0.967,0.979
45853.5,0.16,7.36,332.4,665.2,333.6,215.9,9.22,633.53,7.22,200.7,235.1,158.5,5.69,639.12,7.13,56.8,184.6,70.5,51.6,1.15,643.4,7.11,33.4,56.5,11.3,9.7,0.1,645.23,0.153,0.295,0.383,0.947,0.694,0.955,0.89,0.966,0.989
48470.5,0.2,8.33,373.7,721.4,318.0,204.8,8.17,736.35,8.16,213.7,224.8,159.0,5.24,734.0,7.71,53.5,189.5,64.8,50.3,1.13,729.88,7.67,32.2,42.9,12.0,11.8,0.23,732.45,0.169,0.293,0.359,0.948,0.774,0.957,0.923,0.962,0.972
